ticket_id,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_text,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating,description_length,subject_length,resolution_length,resolution_was_missing,customer_satisfaction_rating_was_missing,first_response_time_was_missing,time_to_resolution_was_missing,ticket_description_was_missing,ticket_subject_was_missing
2517,42,Female,Amazon Kindle,2021-12-10,Technical issue,Hardware issue,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? [ edit ] I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Hardware issue I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? [ edit ] I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Very they human order.,Low,Phone,2023-06-01 16:52:50,2023-06-01 15:51:50,1.0,320,14,22,0,0,0,0,0,0
8144,43,Male,LG Washing Machine,2020-08-18,Technical issue,Battery life,"I'm having an issue with the {product_purchased}. Please assist. I am running the full product by the end of next week and the package says ""I received205 and 15% refund. I ordered another product on the same day I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Battery life I'm having an issue with the {product_purchased}. Please assist. I am running the full product by the end of next week and the package says ""I received205 and 15% refund. I ordered another product on the same day I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,No resolution provided,Low,Phone,2023-06-01 01:16:05,Not available,-1.0,327,12,0,1,1,0,1,0,0
6947,21,Male,Bose QuietComfort,2020-03-20,Refund request,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

You've now just charged $10. We're not sure if we'll receive it for an error or an refund. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Data loss I'm having an issue with the {product_purchased}. Please assist.

You've now just charged $10. We're not sure if we'll receive it for an error or an refund. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,No resolution provided,Medium,Phone,Not available,Not available,-1.0,285,9,0,1,1,1,1,0,0
2949,68,Male,PlayStation,2020-10-05,Billing inquiry,Network problem,My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? Thank you so much! <3 ------------------------- http://webdevel. I've checked the device settings and made sure that everything is configured correctly.,Network problem My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? Thank you so much! <3 ------------------------- http://webdevel. I've checked the device settings and made sure that everything is configured correctly.,Open,No resolution provided,Medium,Phone,Not available,Not available,-1.0,307,15,0,1,1,1,1,0,0
5515,31,Male,Bose QuietComfort,2020-02-09,Refund request,Display issue,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

Here's what you CAN do:

Search for your project's { I'm worried that the issue might be hardware-related and might require repair or replacement.","Display issue I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

Here's what you CAN do:

Search for your project's { I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Big rate issue after.,Medium,Email,2023-06-01 22:17:13,2023-06-01 06:26:13,2.0,283,13,21,0,0,0,0,0,0
6994,41,Other,Canon EOS,2020-05-26,Billing inquiry,Display issue,"I'm having an issue with the {product_purchased}. Please assist. Thanks!

I'm having an issue with the product_purchased,. Please assist. Thanks!

The price is $19.00 without a I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Display issue I'm having an issue with the {product_purchased}. Please assist. Thanks!

I'm having an issue with the product_purchased,. Please assist. Thanks!

The price is $19.00 without a I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,No resolution provided,Critical,Chat,Not available,Not available,-1.0,309,13,0,1,1,1,1,0,0
1091,27,Female,Google Pixel,2020-05-14,Technical issue,Display issue,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thanks! I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.","Display issue I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thanks! I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Open,No resolution provided,Low,Chat,Not available,Not available,-1.0,273,13,0,1,1,1,1,0,0
240,48,Male,Nest Thermostat,2020-02-22,Cancellation request,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

When you select the product on our site and click on the 'add to cart' button, it says: 'Sorry – no product is found. Please I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Software bug I'm having an issue with the {product_purchased}. Please assist.

When you select the product on our site and click on the 'add to cart' button, it says: 'Sorry – no product is found. Please I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,No resolution provided,Low,Email,Not available,Not available,-1.0,292,12,0,1,1,1,1,0,0
3146,41,Female,LG Washing Machine,2020-01-13,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Here comes the update in regards to the [v1.01] release.

To make sure any errors that you see during the troubleshooting will I've checked the device settings and made sure that everything is configured correctly.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.

Here comes the update in regards to the [v1.01] release.

To make sure any errors that you see during the troubleshooting will I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 15:36:08,Not available,-1.0,280,16,0,1,1,0,1,0,0
7462,18,Male,Google Pixel,2021-08-28,Cancellation request,Installation support,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

Solution 2) Don't use the I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Installation support I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

Solution 2) Don't use the I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,No resolution provided,Low,Email,2023-06-01 21:13:04,Not available,-1.0,271,20,0,1,1,0,1,0,0
1618,20,Female,Google Pixel,2020-10-13,Refund request,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

If you need help or advice, please reach out to me in the forums or email support@zombiecobra.com.

We can The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist.

If you need help or advice, please reach out to me in the forums or email support@zombiecobra.com.

We can The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Lawyer cut she Mr relate hit situation.,Critical,Phone,2023-06-01 08:03:42,2023-06-01 00:14:42,1.0,276,24,39,0,0,0,0,0,0
6634,48,Male,GoPro Action Camera,2021-12-24,Refund request,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

The price is at the top of our list. If you can't find where you're at, try our online store.

The item in our I've tried different settings and configurations on my {product_purchased}, but the issue persists.","Battery life I'm having an issue with the {product_purchased}. Please assist.

The price is at the top of our list. If you can't find where you're at, try our online store.

The item in our I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Closed,Under when enter building.,Critical,Social media,2023-06-01 10:26:53,2023-06-01 10:07:53,4.0,276,12,26,0,0,0,0,0,0
6356,34,Other,Nikon D,2020-05-08,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

"" I was really curious why you didn't add the first product to your shopping cart. If you know who gave it away... I'll be happy to I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.

"" I was really curious why you didn't add the first product to your shopping cart. If you know who gave it away... I'll be happy to I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 22:58:37,Not available,-1.0,299,16,0,1,1,0,1,0,0
4150,66,Male,Asus ROG,2020-10-02,Technical issue,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

The product purchased can only be used with the product that it was purchased with.

If there is already an item in the inventory, the items in I've checked the device settings and made sure that everything is configured correctly.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.

The product purchased can only be used with the product that it was purchased with.

If there is already an item in the inventory, the items in I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,No resolution provided,Low,Chat,2023-06-01 07:45:03,Not available,-1.0,297,16,0,1,1,0,1,0,0
2772,50,Female,Amazon Echo,2020-06-26,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

You should do that as soon as you've purchased:

Go to your purchase page.

Tap the item information in the lower right hand corner I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.","Product setup I'm having an issue with the {product_purchased}. Please assist.

You should do that as soon as you've purchased:

Go to your purchase page.

Tap the item information in the lower right hand corner I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,No resolution provided,Medium,Social media,Not available,Not available,-1.0,317,13,0,1,1,1,1,0,0
711,58,Female,Nest Thermostat,2021-12-12,Refund request,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

{product_purchased}

{product_id}

{product_name},

{product_id, product_name I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.","Software bug I'm having an issue with the {product_purchased}. Please assist.

{product_purchased}

{product_id}

{product_name},

{product_id, product_name I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 02:05:58,Not available,-1.0,242,12,0,1,1,0,1,0,0
4368,53,Male,Amazon Echo,2020-02-22,Product inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

You are an approved user.

You are not logged in.


There is no ""My Account"" feature. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.

You are an approved user.

You are not logged in.


There is no ""My Account"" feature. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Since capital discuss play yes.,High,Social media,2023-06-01 16:08:05,2023-06-01 20:11:05,4.0,250,16,31,0,0,0,0,0,0
7717,52,Female,PlayStation,2020-03-30,Product inquiry,Installation support,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? I've entered a The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Installation support I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? I've entered a The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Medium,Email,Not available,Not available,-1.0,315,20,0,1,1,1,1,0,0
8212,62,Male,Garmin Forerunner,2020-08-28,Billing inquiry,Software bug,"There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do? I think it Squadron 42's UI has not been changed or redesigned for this build I need assistance as soon as possible because it's affecting my work and productivity.","Software bug There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do? I think it Squadron 42's UI has not been changed or redesigned for this build I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,No resolution provided,Low,Chat,2023-06-01 21:58:40,Not available,-1.0,300,12,0,1,1,0,1,0,0
3429,50,Other,Fitbit Charge,2020-06-10,Billing inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

Thank you.

-Mark I've checked the device settings and made sure that everything is configured correctly.","Battery life I'm having an issue with the {product_purchased}. Please assist.

Thank you.

-Mark I've checked the device settings and made sure that everything is configured correctly.",Open,No resolution provided,Medium,Email,Not available,Not available,-1.0,171,12,0,1,1,1,1,0,0
3039,64,Female,Canon EOS,2020-02-18,Refund request,Battery life,"I'm having an issue with the {product_purchased}. Please assist. If you are able to send me a refund please contact me at info@miami2g.com for any reason.

In order to keep the money I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Battery life I'm having an issue with the {product_purchased}. Please assist. If you are able to send me a refund please contact me at info@miami2g.com for any reason.

In order to keep the money I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,No resolution provided,Medium,Social media,Not available,Not available,-1.0,311,12,0,1,1,1,1,0,0
5843,33,Male,Microsoft Surface,2020-08-29,Cancellation request,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

We need some basic equipment to move the order of orders. Please help us and we'll work it out with you after we work that out. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Product setup I'm having an issue with the {product_purchased}. Please assist.

We need some basic equipment to move the order of orders. Please help us and we'll work it out with you after we work that out. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,No resolution provided,Medium,Phone,Not available,Not available,-1.0,308,13,0,1,1,1,1,0,0
8304,69,Male,Asus ROG,2021-10-13,Technical issue,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. Can you help?

No, we're working through this issue I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Data loss I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. Can you help?

No, we're working through this issue I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Performance check action try bring develop major.,Critical,Social media,2023-06-01 21:36:44,2023-06-01 11:38:44,3.0,297,9,49,0,0,0,0,0,0
5142,54,Male,Autodesk AutoCAD,2021-01-17,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

Solutions

Cake and Basket, The Whole Meal:

You don't need to be concerned about your eggs being in shape and tasting I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Data loss I'm having an issue with the {product_purchased}. Please assist.

Solutions

Cake and Basket, The Whole Meal:

You don't need to be concerned about your eggs being in shape and tasting I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,No resolution provided,Low,Social media,2023-06-01 09:16:42,Not available,-1.0,324,9,0,1,1,0,1,0,0
1194,35,Female,iPhone,2020-08-20,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

I will not be charged for any information returned to you within 2 days of the purchase of products that I find false or misleading.

I am not I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Payment issue I'm having an issue with the {product_purchased}. Please assist.

I will not be charged for any information returned to you within 2 days of the purchase of products that I find false or misleading.

I am not I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Closed,Piece court see side receive theory.,Critical,Social media,2023-06-01 20:32:08,2023-06-01 09:41:08,4.0,337,13,36,0,0,0,0,0,0
1560,25,Male,Nest Thermostat,2020-05-28,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

In case there is confusion that might be a bad idea, please feel free to contact me in my IRC channel. Thanks I need assistance as soon as possible because it's affecting my work and productivity.","Software bug I'm having an issue with the {product_purchased}. Please assist.

In case there is confusion that might be a bad idea, please feel free to contact me in my IRC channel. Thanks I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,No resolution provided,Low,Phone,2023-06-01 00:30:24,Not available,-1.0,262,12,0,1,1,0,1,0,0
7186,24,Female,HP Pavilion,2020-03-26,Cancellation request,Data loss,"There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do?

It's a pretty simple workaround, actually. I don't wish to I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.","Data loss There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do?

It's a pretty simple workaround, actually. I don't wish to I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 06:18:28,Not available,-1.0,302,9,0,1,1,0,1,0,0
3004,31,Male,GoPro Hero,2020-07-21,Refund request,Battery life,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

You can check the settings of every mobile device you use by using the mobile I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Battery life I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

You can check the settings of every mobile device you use by using the mobile I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,No resolution provided,High,Social media,2023-06-01 14:51:44,Not available,-1.0,320,12,0,1,1,0,1,0,0
626,29,Other,Samsung Soundbar,2021-02-08,Billing inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

Please note that the {product_purchased} number is a temporary identifier that is not used in the data of any future operations. If you can I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Product recommendation I'm having an issue with the {product_purchased}. Please assist.

Please note that the {product_purchased} number is a temporary identifier that is not used in the data of any future operations. If you can I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,No resolution provided,Low,Social media,2023-06-01 17:56:06,Not available,-1.0,292,22,0,1,1,0,1,0,0
3382,65,Male,Nest Thermostat,2021-02-14,Cancellation request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Please note that the product is not sold for profit and is not designed for use by the public, except when otherwise indicated in the product description. This problem started occurring after the recent software update. I haven't made any other changes to the device.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

Please note that the product is not sold for profit and is not designed for use by the public, except when otherwise indicated in the product description. This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,City better beyond response amount south table.,Critical,Email,2023-06-01 12:20:38,2023-06-01 20:00:38,1.0,333,20,47,0,0,0,0,0,0
5889,59,Other,GoPro Hero,2020-10-14,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Please help me.

Please send me your support messages.

It seems my new cart works quite well, it has become possible to find a I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Product compatibility I'm having an issue with the {product_purchased}. Please assist.

Please help me.

Please send me your support messages.

It seems my new cart works quite well, it has become possible to find a I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,No resolution provided,Medium,Chat,Not available,Not available,-1.0,308,21,0,1,1,1,1,0,0
7385,48,Female,Garmin Forerunner,2020-06-03,Technical issue,Product setup,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

It should say this:

{your_device_id}

But I've checked the device settings and made sure that everything is configured correctly.","Product setup I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

It should say this:

{your_device_id}

But I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,No resolution provided,High,Email,2023-06-01 10:48:12,Not available,-1.0,255,13,0,1,1,0,1,0,0
7987,60,Other,Bose QuietComfort,2021-12-17,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

(I'm having an issue with the}. Please assist. My problem is a direct email for me. Please email me or PM my account. I did I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.","Payment issue I'm having an issue with the {product_purchased}. Please assist.

(I'm having an issue with the}. Please assist. My problem is a direct email for me. Please email me or PM my account. I did I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Closed,Worry maybe figure former free value.,High,Social media,2023-06-01 05:20:11,2023-06-01 03:03:11,3.0,285,13,37,0,0,0,0,0,0
3246,18,Female,Nintendo Switch Pro Controller,2020-12-28,Product inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.


<div>

<p><strong>No. Product Purchased: No


<strong>Price Paid: $9.99 I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.


<div>

<p><strong>No. Product Purchased: No


<strong>Price Paid: $9.99 I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Wait property capital.,Critical,Chat,2023-06-01 19:44:30,2023-06-01 20:38:30,2.0,237,16,22,0,0,0,0,0,0
454,21,Female,Nikon D,2021-04-01,Billing inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

Sell for the same amount... 2.99

You now have a choice. As soon as you spend $1000... it will be back. I've tried different settings and configurations on my {product_purchased}, but the issue persists.","Account access I'm having an issue with the {product_purchased}. Please assist.

Sell for the same amount... 2.99

You now have a choice. As soon as you spend $1000... it will be back. I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Closed,Shoulder by real discussion detail think.,High,Social media,2023-06-01 15:48:59,2023-05-31 23:53:59,1.0,269,14,41,0,0,0,0,0,0
6379,37,Male,Lenovo ThinkPad,2020-01-03,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

I have 3 devices:

An iPhone, iPad, iPad, and Windows Phone 8/10.

I don't have a camera, I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Hardware issue I'm having an issue with the {product_purchased}. Please assist.

I have 3 devices:

An iPhone, iPad, iPad, and Windows Phone 8/10.

I don't have a camera, I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,No resolution provided,Low,Phone,Not available,Not available,-1.0,295,14,0,1,1,1,1,0,0
3685,20,Male,Google Pixel,2020-05-19,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

Q8. When should the new products use the brand? Ashbrook has a range of new products, but the new products aren't that common? I've already contacted customer support multiple times, but the issue remains unresolved.","Network problem I'm having an issue with the {product_purchased}. Please assist.

Q8. When should the new products use the brand? Ashbrook has a range of new products, but the new products aren't that common? I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,No resolution provided,Critical,Chat,2023-06-01 08:43:20,Not available,-1.0,282,15,0,1,1,0,1,0,0
4762,27,Female,iPhone,2021-08-12,Billing inquiry,Account access,I'm having an issue with the {product_purchased}. Please assist. Please assist. I will add your name to the product to be added. Please assist. Please assist. If you need extra help please contact me. Thank you. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Account access I'm having an issue with the {product_purchased}. Please assist. Please assist. I will add your name to the product to be added. Please assist. Please assist. If you need extra help please contact me. Thank you. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Pending Customer Response,No resolution provided,Medium,Social media,2023-06-01 11:15:01,Not available,-1.0,340,14,0,1,1,0,1,0,0
909,68,Other,PlayStation,2020-05-18,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. (I'm just wondering: what was the price, etc.). I can't get this anywhere. If you cannot find the package with the ""product_purch I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Payment issue I'm having an issue with the {product_purchased}. Please assist. (I'm just wondering: what was the price, etc.). I can't get this anywhere. If you cannot find the package with the ""product_purch I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,No resolution provided,Low,Email,2023-06-01 08:16:29,Not available,-1.0,334,13,0,1,1,0,1,0,0
458,67,Other,Microsoft Office,2021-01-02,Refund request,Software bug,I'm having an issue with the {product_purchased}. Please assist. <iid=2B6A7C1a9-A2CC-4F39-9FB7-D4B49D7DA I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,Software bug I'm having an issue with the {product_purchased}. Please assist. <iid=2B6A7C1a9-A2CC-4F39-9FB7-D4B49D7DA I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,Pending Customer Response,No resolution provided,Critical,Chat,2023-06-01 01:58:04,Not available,-1.0,224,12,0,1,1,0,1,0,0
2150,27,Male,Google Nest,2021-10-06,Billing inquiry,Network problem,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Or can I try calling your servers and asking them to recover the original I've checked for software updates, and my {product_purchased} is already running the latest version.","Network problem I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Or can I try calling your servers and asking them to recover the original I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,No resolution provided,Medium,Email,2023-06-01 01:33:20,Not available,-1.0,334,15,0,1,1,0,1,0,0
3756,50,Other,Samsung Soundbar,2021-08-14,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. Thanks.

Tired of my friend on Facebook talking about how he hates the fact that he doesn't get to say shit on Twitter? I had to google I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist. Thanks.

Tired of my friend on Facebook talking about how he hates the fact that he doesn't get to say shit on Twitter? I had to google I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Pending Customer Response,No resolution provided,High,Chat,2023-06-01 04:36:54,Not available,-1.0,303,24,0,1,1,0,1,0,0
3951,52,Other,Dell XPS,2021-01-26,Technical issue,Hardware issue,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? {product_id} = {product_purchased} I'm worried that the issue might be hardware-related and might require repair or replacement.","Hardware issue My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? {product_id} = {product_purchased} I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Capital care few item wrong nice lawyer gas.,Medium,Phone,2023-06-01 09:33:25,2023-06-01 16:38:25,4.0,241,14,44,0,0,0,0,0,0
6250,25,Male,Lenovo ThinkPad,2020-07-24,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. The product item is already in stock.

Please note when we sell or order a product we do not sell or transfer any customer data in-stock into your I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Refund request I'm having an issue with the {product_purchased}. Please assist. The product item is already in stock.

Please note when we sell or order a product we do not sell or transfer any customer data in-stock into your I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,No resolution provided,High,Email,2023-06-01 13:47:06,Not available,-1.0,313,14,0,1,1,0,1,0,0
2345,68,Male,Google Nest,2021-12-04,Cancellation request,Installation support,"I'm having an issue with the {product_purchased}. Please assist. Thank you."" I'm worried that the issue might be hardware-related and might require repair or replacement.","Installation support I'm having an issue with the {product_purchased}. Please assist. Thank you."" I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Better whatever indicate series federal decision blue eat.,Critical,Chat,2023-06-01 10:10:49,2023-06-01 10:33:49,3.0,170,20,58,0,0,0,0,0,0
3796,59,Other,Apple AirPods,2020-07-19,Billing inquiry,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

This item is sold Out of stock

This item is no longer available. But don't go! We have similar items in stock. I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.","Product setup I'm having an issue with the {product_purchased}. Please assist.

This item is sold Out of stock

This item is no longer available. But don't go! We have similar items in stock. I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Closed,Reason term miss ball after fast hold school.,Medium,Chat,2023-06-01 06:56:50,2023-06-01 20:13:50,1.0,297,13,45,0,0,0,0,0,0
1769,19,Male,Asus ROG,2021-11-23,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Product #1

1 - https://goo.gl/b9DkJL

2 - http://www.thingiverse.com I've already contacted customer support multiple times, but the issue remains unresolved.","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

Product #1

1 - https://goo.gl/b9DkJL

2 - http://www.thingiverse.com I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 00:51:10,Not available,-1.0,225,20,0,1,1,0,1,0,0
